cd_cid ;cid - descricao;cd_subgrupo;subgrupo_descricao;cid_grupo;cid_capitulo
S27.3; Outros Traumatismos do Pulmão ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.4; Traumatismo Dos Brônquios ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.5; Traumatismo da Traquéia Torácica ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.6; Traumatismo da Pleura ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.7; Traumatismos Múltiplos de Órgãos Intratorácicos ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.8; Traumatismo de Outros Órgãos Intratorácicos Especificados ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.9; Traumatismo de Órgão Intratorácico Não Especificado ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S28.0; Esmagamento do Tórax ;S28; Lesão Por Esmagamento do Tórax e Amputação Traumática de Parte do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S28.1; Amputação Traumática de Parte do Tórax ;S28; Lesão Por Esmagamento do Tórax e Amputação Traumática de Parte do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S29.0; Traumatismo de Músculo e de Tendão ao Nível Tóracico ;S29; Outros Traumatismos do Tórax e os Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S29.7; Traumatismos Múltiplos do Tórax ;S29; Outros Traumatismos do Tórax e os Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S29.8; Outros Traumatismos Especificados do Tórax ;S29; Outros Traumatismos do Tórax e os Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S29.9; Traumatismo Não Especificado do Tórax ;S29; Outros Traumatismos do Tórax e os Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S30.0; Contusão do Dorso e da Pelve ;S30; Traumatismo Superficial do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S30.1; Contusão da Parede Abdominal ;S30; Traumatismo Superficial do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S30.2; Contusão Dos Órgãos Genitais Externos ;S30; Traumatismo Superficial do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S30.7; Traumatismos Superficiais Múltiplos do Abdome, do Dorso e da Pelve ;S30; Traumatismo Superficial do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S30.8; Outros Traumatismos Superficiais do Abdome, do Dorso e da Pelve ;S30; Traumatismo Superficial do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S30.9; Traumatismo Superficial de Parte Não Especificada do Abdome, do Dorso e da Pelve ;S30; Traumatismo Superficial do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.0; Ferimento do Dorso e da Pelve ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.1; Ferimento da Parede Abdominal ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.2; Ferimento do Pênis ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.3; Ferimento do Escroto e do Testículo ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.4; Ferimento da Vagina e da Vulva ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.5; Ferimento de Outros Órgãos Genitais Externos e os Não Especificados ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.7; Ferimentos Múltiplos do Abdome, do Dorso e da Pelve ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S31.8; Ferimento de Outras Partes e de Partes Não Especificadas do Abdome ;S31; Ferimento do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.0; Fratura de Vértebra Lombar ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.1; Fratura do Sacro ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.2; Fratura do Cóccix ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.3; Fratura do Ílio ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.4; Fratura do Acetábulo ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.5; Fratura do Púbis ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.7; Fraturas Múltiplas de Coluna Lombar e da Pelve ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S32.8; Fratura de Outras Partes da Coluna Lombossacra e da Pelve e de Partes Não Especificadas ;S32; Fratura da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.0; Ruptura Traumática do Disco Intervertebral Lombar ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.1; Luxação da Vértebra Lombar ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.2; Luxação Das Articulações Sacroilíaca e Sacrococcígea ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.3; Luxação de Outras Partes e Das Não Especificadas da Coluna Lombar e da Pelve ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.4; Ruptura Traumática da Sínfise Púbica ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.5; Entorse e Distensão da Coluna Lombar ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.6; Entorse e Distensão da Articulação Sacroilíaca ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S33.7; Entorse e Distensão de Outras Partes e Das Não Especificadas da Coluna Lombar e da Pelve ;S33; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Coluna Lombar e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.0; Concussão e Edema da Medula Lombar ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.1; Outro Traumatismo da Medula Lombar ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.2; Traumatismo de Raiz Nervosa da Medula Lombar e Sacra ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.3; Traumatismo de Cauda Eqüina ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.4; Traumatismo do Plexo Lombossacro ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.5; Traumatismo de Nervos Simpáticos Lombares, Sacros e Pélvicos ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.6; Traumatismo Do(s) Nervo(s) Periférico(s) do Abdome, do Dorso e da Pelve ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S34.8; Traumatismo de Outros Nervos e Dos Não Especificados ao Nível do Abdome, do Dorso e da Pelve ;S34; Traumatismo Dos Nervos e da Medula Lombar ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.0; Traumatismo da Aorta Abdominal ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.1; Traumatismo da Veia Cava Inferior ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.2; Traumatismo da Artéria Celíaca ou Mesentérica ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.3; Traumatismo da Veia Porta ou Esplênica ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.4; Traumatismo de Vaso Sangüíneo Renal ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.5; Traumatismo de Vaso Sangüíneo Ilíaco ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.7; Traumatismo de Vasos Múltiplos ao Nível do Abdome, do Dorso e da Pelve ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.8; Traumatismo de Outros Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S35.9; Traumatismo de Vaso Sangüíneo Não Especificado ao Nível do Abdome, do Dorso e da Pelve ;S35; Traumatismo de Vasos Sangüíneos ao Nível do Abdome, do Dorso e da Pelve ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.0; Traumatismo do Baço ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.1; Traumatismo do Fígado ou da Vesícula Biliar ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.2; Traumatismo do Pâncreas ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.3; Traumatismo do Estômago ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.4; Traumatismo do Intestino Delgado ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.5; Traumatismo do Cólon ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.6; Traumatismo do Reto ;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.7; Traumatismo de Múltiplos Órgãos Intra abdominais;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.8; Traumatismo de Outros Órgãos Intra abdominais;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S36.9; Traumatismo de Órgão Intra abdominal Não Especificado;S36; Traumatismo de Órgãos Intra abdominais;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S37.0; Traumatismo do Rim ;S37; Traumatismo do Aparelho Urinário e de Órgãos Pélvicos ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S37.1; Traumatismo do Ureter ;S37; Traumatismo do Aparelho Urinário e de Órgãos Pélvicos ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S37.2; Traumatismo da Bexiga ;S37; Traumatismo do Aparelho Urinário e de Órgãos Pélvicos ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S37.3; Traumatismo da Uretra ;S37; Traumatismo do Aparelho Urinário e de Órgãos Pélvicos ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S37.4; Traumatismo do Ovário ;S37; Traumatismo do Aparelho Urinário e de Órgãos Pélvicos ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
S37.5; Traumatismo da Trompa de Falópio ;S37; Traumatismo do Aparelho Urinário e de Órgãos Pélvicos ;Traumatismos abdome, dorso, coluna lombar e pelve;XIX. Lesões enven e alg out conseq causas externas
